"Date","Price","Open","High","Low","Change %"
"Jun 24, 2018","2,364.280","2,364.280","2,364.280","2,364.280","-1.38%"
"Jun 17, 2018","2,397.480","2,397.480","2,397.480","2,397.480","-1.31%"
"Jun 03, 2018","2,429.380","2,429.380","2,429.380","2,429.380","-0.71%"
"May 27, 2018","2,446.850","2,446.850","2,446.850","2,446.850","1.95%"
"May 20, 2018","2,400.120","2,400.120","2,400.120","2,400.120","-0.26%"
"May 13, 2018","2,406.330","2,406.330","2,406.330","2,406.330","-0.90%"
"May 06, 2018","2,428.270","2,428.270","2,428.270","2,428.270","-1.18%"
"Apr 29, 2018","2,457.380","2,457.380","2,457.380","2,457.380","0.13%"
"Apr 22, 2018","2,454.130","2,454.130","2,454.130","2,454.130","-0.84%"
"Apr 15, 2018","2,474.840","2,474.840","2,474.840","2,474.840","-0.61%"
"Apr 08, 2018","2,490.150","2,490.150","2,490.150","2,490.150","0.23%"
"Apr 01, 2018","2,484.520","2,484.520","2,484.520","2,484.520","0.30%"
"Mar 25, 2018","2,477.110","2,477.110","2,477.110","2,477.110","0.74%"
"Mar 18, 2018","2,458.920","2,458.920","2,458.920","2,458.920","-0.33%"
"Mar 11, 2018","2,467.170","2,467.170","2,467.170","2,467.170","0.61%"
"Mar 04, 2018","2,452.220","2,452.220","2,452.220","2,452.220","-0.56%"
"Feb 25, 2018","2,466.150","2,466.150","2,466.150","2,466.150","-0.25%"
"Feb 18, 2018","2,472.400","2,472.400","2,472.400","2,472.400","-0.50%"
"Feb 11, 2018","2,484.830","2,484.830","2,484.830","2,484.830","-0.36%"
"Feb 04, 2018","2,493.900","2,493.900","2,493.900","2,493.900","-0.47%"
"Jan 28, 2018","2,505.600","2,505.600","2,505.600","2,505.600","-0.01%"
"Jan 21, 2018","2,505.830","2,505.830","2,505.830","2,505.830","-0.42%"
"Jan 14, 2018","2,516.280","2,516.280","2,516.280","2,516.280","0.22%"
"Jan 07, 2018","2,510.840","2,510.840","2,510.840","2,510.840","0.02%"
"Dec 31, 2017","2,510.260","2,510.260","2,510.260","2,510.260","0.96%"
"Dec 24, 2017","2,486.460","2,486.460","2,486.460","2,486.460","0.50%"
"Dec 17, 2017","2,474.170","2,474.170","2,474.170","2,474.170","0.47%"
"Dec 10, 2017","2,462.570","2,462.570","2,462.570","2,462.570","0.18%"
"Dec 03, 2017","2,458.050","2,458.050","2,458.050","2,458.050","0.03%"
"Nov 26, 2017","2,457.300","2,457.300","2,457.300","2,457.300","0.32%"
"Nov 19, 2017","2,449.360","2,449.360","2,449.360","2,449.360","0.30%"
"Nov 12, 2017","2,442.040","2,442.040","2,442.040","2,442.040","0.14%"
"Nov 05, 2017","2,438.700","2,438.700","2,438.700","2,438.700","0.09%"
"Oct 29, 2017","2,436.470","2,436.470","2,436.470","2,436.470","1.06%"
"Oct 22, 2017","2,410.930","2,410.930","2,410.930","2,410.930","-0.72%"
"Oct 15, 2017","2,428.490","2,428.490","2,428.490","2,428.490","-0.11%"
"Oct 08, 2017","2,431.220","2,431.220","2,431.220","2,431.220","0.11%"
"Oct 01, 2017","2,428.580","2,428.580","2,428.580","2,428.580","-0.53%"
"Sep 24, 2017","2,441.440","2,441.440","2,441.440","2,441.440","0.03%"
"Sep 17, 2017","2,440.730","2,440.730","2,440.730","2,440.730","0.58%"
"Sep 10, 2017","2,426.770","2,426.770","2,426.770","2,426.770","-0.59%"
"Sep 03, 2017","2,441.120","2,441.120","2,441.120","2,441.120","1.10%"
"Aug 27, 2017","2,414.580","2,414.580","2,414.580","2,414.580","0.97%"
"Aug 20, 2017","2,391.470","2,391.470","2,391.470","2,391.470","0.61%"
"Aug 13, 2017","2,377.080","2,377.080","2,377.080","2,377.080","0.34%"
"Aug 06, 2017","2,368.980","2,368.980","2,368.980","2,368.980","0.22%"
"Jul 30, 2017","2,363.690","2,363.690","2,363.690","2,363.690","0.36%"
"Jul 23, 2017","2,355.260","2,355.260","2,355.260","2,355.260","-0.29%"
"Jul 16, 2017","2,362.170","2,362.170","2,362.170","2,362.170","0.90%"
"Jul 09, 2017","2,341.090","2,341.090","2,341.090","2,341.090","1.64%"
"Jul 02, 2017","2,303.310","2,303.310","2,303.310","2,303.310","-1.93%"
"Jun 18, 2017","2,348.720","2,348.720","2,348.720","2,348.720","0.05%"
"Jun 11, 2017","2,347.640","2,347.640","2,347.640","2,347.640","0.33%"
"Jun 04, 2017","2,339.950","2,339.950","2,339.950","2,339.950","0.32%"
"May 28, 2017","2,332.510","2,332.510","2,332.510","2,332.510","0.06%"
"May 21, 2017","2,331.200","2,331.200","2,331.200","2,331.200","0.36%"
"May 14, 2017","2,322.730","2,322.730","2,322.730","2,322.730","1.09%"
"May 07, 2017","2,297.720","2,297.720","2,297.720","2,297.720","-0.38%"
"Apr 30, 2017","2,306.430","2,306.430","2,306.430","2,306.430","-0.23%"
"Apr 23, 2017","2,311.820","2,311.820","2,311.820","2,311.820","0.41%"
"Apr 16, 2017","2,302.400","2,302.400","2,302.400","2,302.400","-0.19%"
"Apr 09, 2017","2,306.860","2,306.860","2,306.860","2,306.860","0.45%"
"Apr 02, 2017","2,296.640","2,296.640","2,296.640","2,296.640","-0.23%"
"Mar 26, 2017","2,302.016","2,302.016","2,302.016","2,302.016","0.53%"
"Mar 19, 2017","2,289.840","2,289.840","2,289.840","2,289.840","0.62%"
"Mar 12, 2017","2,275.780","2,275.780","2,275.780","2,275.780","1.27%"
"Mar 05, 2017","2,247.330","2,247.330","2,247.330","2,247.330","0.18%"
"Feb 26, 2017","2,243.400","2,243.400","2,243.400","2,243.400","0.36%"
"Feb 19, 2017","2,235.280","2,235.280","2,235.280","2,235.280","-0.02%"
"Feb 12, 2017","2,235.620","2,235.620","2,235.620","2,235.620","0.09%"
"Feb 05, 2017","2,233.530","2,233.530","2,233.530","2,233.530","0.70%"
"Jan 29, 2017","2,218.010","2,218.010","2,218.010","2,218.010","-0.02%"
"Jan 22, 2017","2,218.410","2,218.410","2,218.410","2,218.410","-0.31%"
"Jan 15, 2017","2,225.350","2,225.350","2,225.350","2,225.350","-0.16%"
"Jan 08, 2017","2,228.990","2,228.990","2,228.990","2,228.990","0.79%"
"Jan 01, 2017","2,211.530","2,211.530","2,211.530","2,211.530","0.76%"
